k,start,end
14,1990-12-20,1991-06-21
14,1995-06-21,1995-12-08
14,1998-10-26,1999-05-07
14,1999-06-08,1999-12-03
14,2001-08-29,2002-03-21
14,2002-10-17,2003-03-20
14,2006-05-19,2006-12-01
14,2014-05-21,2014-12-05
14,2018-06-06,2018-12-14
14,2021-10-26,2022-06-03
15,1973-09-13,1974-01-25
15,1983-10-26,1984-05-04
15,1984-05-24,1984-11-16
15,1990-12-20,1991-06-21
15,1991-09-03,1992-01-24
15,1995-06-21,1995-12-08
15,1998-10-26,1999-05-07
15,1999-12-15,2000-07-07
15,2001-08-29,2002-03-21
15,2006-05-19,2006-12-01
15,2006-12-13,2007-07-06
15,2008-02-13,2008-06-27
15,2008-09-16,2009-03-27
15,2010-12-16,2011-07-08
15,2013-10-22,2014-05-09
15,2014-05-21,2014-12-05
15,2015-07-17,2016-01-29
15,2017-10-24,2018-05-18
15,2020-09-09,2021-03-26
15,2021-10-26,2022-06-03
16,1954-05-06,1954-11-19
16,2008-02-13,2008-06-27
16,2008-09-16,2009-03-27
16,2010-12-16,2011-07-08
16,2012-02-08,2012-07-19
16,2012-09-11,2013-03-22
16,2014-05-21,2014-12-05
16,2018-06-06,2018-12-14
17,1954-12-08,1955-06-23
17,1972-01-19,1972-06-23
17,1974-09-18,1975-03-21
17,1983-03-29,1983-10-14
17,1990-12-20,1991-06-21
17,1991-09-03,1992-01-24
17,1992-02-12,1992-07-22
17,1998-10-26,1999-05-07
17,2014-05-21,2014-12-05
17,2015-07-17,2016-01-29
17,2017-10-24,2018-05-18
17,2021-10-26,2022-06-03
18,1995-06-21,1995-12-08
18,2010-12-16,2011-07-08
18,2019-01-16,2019-06-28
19,2014-12-17,2015-07-03
19,2018-06-06,2018-12-14
20,1954-12-08,1955-06-23
20,1974-09-18,1975-03-21
20,1988-10-12,1989-04-26
20,2004-01-29,2004-07-02
20,2004-07-09,2004-12-03
20,2004-12-15,2005-05-12
20,2006-12-13,2007-07-06
21,1954-12-08,1955-06-23
21,1955-06-28,1956-01-20
21,1956-02-02,1956-07-07
21,1957-10-15,1958-05-09
21,1995-06-21,1995-12-08
21,1997-09-09,1998-03-27
21,2017-10-24,2018-05-18
22,1973-09-13,1974-01-25
22,1983-03-29,1983-10-14
22,1984-05-24,1984-11-16
22,1986-09-09,1986-12-11
22,1994-11-10,1995-06-02
22,1999-12-15,2000-07-07
22,2009-10-27,2010-05-21
22,2010-06-09,2010-12-15
22,2010-12-16,2011-07-08
22,2012-09-11,2013-03-22
22,2014-05-21,2014-12-05
22,2018-06-06,2018-12-14
22,2021-10-26,2022-06-03
23,1956-09-27,1957-03-15
23,1969-10-20,1970-03-20
23,1973-09-13,1974-01-25
23,1983-03-29,1983-10-14
23,1988-10-12,1989-04-26
23,1998-10-26,1999-05-07
24,1954-05-06,1954-11-19
24,1954-12-08,1955-06-23
24,1957-03-20,1957-08-29
24,1957-10-15,1958-05-09
24,1960-02-10,1960-07-01
24,1966-05-17,1966-12-08
24,1969-10-20,1970-03-20
24,1972-01-19,1972-06-23
24,1972-12-13,1973-06-20
24,1974-02-13,1974-07-25
24,1974-09-18,1975-03-21
24,1975-10-22,1976-05-14
24,1976-12-14,1977-06-24
24,1979-09-26,1980-03-21
24,1983-03-29,1983-10-14
24,1987-02-18,1987-09-02
24,1987-09-09,1988-03-11
24,1989-11-15,1990-05-31
24,1990-12-20,1991-06-21
24,1991-09-03,1992-01-24
24,1992-09-08,1993-03-05
24,1995-06-21,1995-12-08
24,1998-04-01,1998-10-16
24,1998-10-26,1999-05-07
24,1999-12-15,2000-07-07
24,2009-10-27,2010-05-21
24,2012-02-08,2012-07-19
24,2014-12-17,2015-07-03
24,2017-10-24,2018-05-18
25,1983-03-29,1983-10-14
25,2005-10-18,2006-05-11
26,1989-11-15,1990-05-31
26,1990-12-20,1991-06-21
26,1992-09-08,1993-03-05
26,2017-10-24,2018-05-18
27,1954-05-06,1954-11-19
27,1956-09-27,1957-03-15
27,1960-02-10,1960-07-01
27,1976-12-14,1977-06-24
27,1990-12-20,1991-06-21
27,1992-09-08,1993-03-05
27,1995-06-21,1995-12-08
27,1996-01-17,1996-07-09
27,1999-06-08,1999-12-03
27,2001-02-07,2001-07-06
27,2009-10-27,2010-05-21
27,2014-05-21,2014-12-05
27,2014-12-17,2015-07-03
28,1954-12-08,1955-06-23
28,1958-12-09,1959-06-25
28,1962-12-12,1963-06-28
28,1969-10-20,1970-03-20
28,1972-12-13,1973-06-20
28,1974-02-13,1974-07-25
28,1974-09-18,1975-03-21
28,1975-10-22,1976-05-14
28,1979-03-07,1979-09-21
28,2013-10-22,2014-05-09
28,2014-12-17,2015-07-03
28,2018-06-06,2018-12-14
