k,start,end
22,1988-10-12,1989-04-26
22,1990-12-20,1991-06-21
22,1991-09-03,1992-01-24
22,1994-11-10,1995-06-02
22,1996-08-29,1997-01-31
22,1997-02-19,1997-08-05
22,1997-09-09,1998-03-27
22,1998-10-26,1999-05-07
22,1999-06-08,1999-12-03
22,2002-10-17,2003-03-20
22,2003-04-02,2003-07-04
22,2004-01-29,2004-07-02
22,2005-10-18,2006-05-11
22,2006-12-13,2007-07-06
22,2008-09-16,2009-03-27
22,2009-10-27,2010-05-21
22,2010-06-09,2010-12-15
22,2013-10-22,2014-05-09
22,2014-05-21,2014-12-05
22,2014-12-17,2015-07-03
22,2015-07-17,2016-01-29
22,2016-02-17,2016-07-08
22,2016-09-06,2017-03-24
22,2018-06-06,2018-12-14
23,1965-03-25,1965-07-23
23,1983-03-29,1983-10-14
23,1983-10-26,1984-05-04
23,1984-05-24,1984-11-16
23,1984-11-27,1985-06-14
23,1986-09-09,1986-12-11
23,1994-11-10,1995-06-02
23,1999-12-15,2000-07-07
23,2010-06-09,2010-12-15
23,2010-12-16,2011-07-08
23,2012-09-11,2013-03-22
23,2014-05-21,2014-12-05
23,2018-06-06,2018-12-14
23,2021-10-26,2022-06-03
24,1954-05-06,1954-11-19
24,1983-03-29,1983-10-14
24,1992-02-12,1992-07-22
24,1992-09-08,1993-03-05
24,1998-10-26,1999-05-07
24,2000-09-12,2001-01-26
24,2014-05-21,2014-12-05
24,2015-07-17,2016-01-29
24,2017-10-24,2018-05-18
24,2021-10-26,2022-06-03
25,1954-12-08,1955-06-23
25,1959-09-15,1960-01-27
25,1974-02-13,1974-07-25
25,1974-09-18,1975-03-21
26,1954-05-06,1954-11-19
26,1990-12-20,1991-06-21
26,1994-11-10,1995-06-02
26,1997-02-19,1997-08-05
26,1998-10-26,1999-05-07
26,2002-10-17,2003-03-20
26,2018-06-06,2018-12-14
26,2021-10-26,2022-06-03
27,1953-10-06,1954-04-30
27,1956-02-02,1956-07-07
27,1960-02-10,1960-07-01
27,1967-09-06,1968-01-26
27,1975-04-09,1975-10-17
27,1979-03-07,1979-09-21
27,1979-09-26,1980-03-21
27,1983-10-26,1984-05-04
27,1991-09-03,1992-01-24
27,1992-02-12,1992-07-22
27,1992-09-08,1993-03-05
27,2010-12-16,2011-07-08
27,2012-09-11,2013-03-22
27,2014-05-21,2014-12-05
27,2014-12-17,2015-07-03
28,1954-12-08,1955-06-23
28,1990-12-20,1991-06-21
28,1998-10-26,1999-05-07
28,1999-06-08,1999-12-03
28,2001-08-29,2002-03-21
28,2002-10-17,2003-03-20
28,2006-05-19,2006-12-01
28,2014-05-21,2014-12-05
28,2017-10-24,2018-05-18
28,2021-10-26,2022-06-03
29,1954-12-08,1955-06-23
29,1960-02-10,1960-07-01
29,1974-09-18,1975-03-21
29,1975-04-09,1975-10-17
29,1975-10-22,1976-05-14
29,1977-09-07,1978-01-20
29,1986-01-15,1986-06-27
29,1987-09-09,1988-03-11
29,1994-11-10,1995-06-02
29,2002-10-17,2003-03-20
29,2018-06-06,2018-12-14
30,1954-05-06,1954-11-19
30,1954-12-08,1955-06-23
30,1956-09-27,1957-03-15
30,1960-02-10,1960-07-01
30,1976-12-14,1977-06-24
30,1990-12-20,1991-06-21
30,1992-09-08,1993-03-05
30,1995-06-21,1995-12-08
30,1996-01-17,1996-07-09
30,1999-06-08,1999-12-03
30,2001-02-07,2001-07-06
30,2006-05-19,2006-12-01
30,2009-10-27,2010-05-21
30,2012-02-08,2012-07-19
30,2013-04-17,2013-09-03
