k,start,end
12,1992-02-12,1992-07-22
12,1994-11-10,1995-06-02
12,1998-10-26,1999-05-07
12,2002-10-17,2003-03-20
12,2006-05-19,2006-12-01
12,2009-10-27,2010-05-21
12,2013-10-22,2014-05-09
12,2019-01-16,2019-06-28
13,1954-05-06,1954-11-19
13,1957-03-20,1957-08-29
13,1977-09-07,1978-01-20
13,1978-09-01,1979-02-16
13,1998-10-26,1999-05-07
13,2005-10-18,2006-05-11
13,2009-10-27,2010-05-21
13,2010-06-09,2010-12-15
13,2010-12-16,2011-07-08
13,2018-06-06,2018-12-14
14,1954-12-08,1955-06-23
14,1955-06-28,1956-01-20
14,1995-06-21,1995-12-08
14,2006-05-19,2006-12-01
14,2017-10-24,2018-05-18
15,1954-12-08,1955-06-23
15,1967-09-06,1968-01-26
15,1972-12-13,1973-06-20
15,1974-09-18,1975-03-21
15,1975-10-22,1976-05-14
15,1976-12-14,1977-06-24
15,1983-03-29,1983-10-14
15,1987-09-09,1988-03-11
15,1988-10-12,1989-04-26
15,1996-08-29,1997-01-31
15,1998-04-01,1998-10-16
15,1998-10-26,1999-05-07
15,2008-09-16,2009-03-27
16,1954-05-06,1954-11-19
16,1972-12-13,1973-06-20
16,1975-10-22,1976-05-14
16,1991-09-03,1992-01-24
16,2017-10-24,2018-05-18
17,1954-05-06,1954-11-19
17,1974-02-13,1974-07-25
17,1974-09-18,1975-03-21
17,1982-11-24,1983-01-20
17,1983-03-29,1983-10-14
17,1999-12-15,2000-07-07
17,2004-01-29,2004-07-02
17,2004-12-15,2005-05-12
17,2005-10-18,2006-05-11
17,2014-12-17,2015-07-03
18,1990-12-20,1991-06-21
18,1999-06-08,1999-12-03
18,2001-08-29,2002-03-21
18,2002-10-17,2003-03-20
18,2014-05-21,2014-12-05
19,1989-11-15,1990-05-31
19,1990-06-01,1990-11-22
19,1993-09-29,1994-04-15
19,1994-04-20,1994-09-21
19,1996-01-17,1996-07-09
19,2014-12-17,2015-07-03
19,2015-07-17,2016-01-29
20,1953-10-06,1954-04-30
20,1956-02-02,1956-07-07
20,1967-09-06,1968-01-26
20,1983-10-26,1984-05-04
20,1992-02-12,1992-07-22
20,1992-09-08,1993-03-05
20,2014-05-21,2014-12-05
21,1954-05-06,1954-11-19
21,1966-12-09,1967-06-30
21,1990-12-20,1991-06-21
21,1994-11-10,1995-06-02
21,1997-02-19,1997-08-05
21,1998-10-26,1999-05-07
21,2002-10-17,2003-03-20
21,2018-06-06,2018-12-14
21,2021-10-26,2022-06-03
22,1953-10-06,1954-04-30
22,1965-10-19,1966-05-06
22,1969-10-20,1970-03-20
22,1972-12-13,1973-06-20
22,1976-05-19,1976-12-08
22,1978-01-24,1978-06-23
22,1999-12-15,2000-07-07
22,2009-04-22,2009-09-08
22,2009-10-27,2010-05-21
22,2013-04-17,2013-09-03
22,2013-10-22,2014-05-09
22,2014-05-21,2014-12-05
22,2019-01-16,2019-06-28
23,1990-12-20,1991-06-21
23,1992-09-08,1993-03-05
23,2017-10-24,2018-05-18
25,1954-12-08,1955-06-23
25,1957-10-15,1958-05-09
26,1983-10-26,1984-05-04
26,1990-12-20,1991-06-21
26,1991-09-03,1992-01-24
26,1998-10-26,1999-05-07
26,2001-08-29,2002-03-21
26,2010-12-16,2011-07-08
26,2013-10-22,2014-05-09
26,2014-05-21,2014-12-05
26,2015-07-17,2016-01-29
26,2017-10-24,2018-05-18
26,2021-10-26,2022-06-03
27,1954-12-08,1955-06-23
27,1972-12-13,1973-06-20
27,1990-12-20,1991-06-21
27,1993-09-29,1994-04-15
27,2018-06-06,2018-12-14
28,1973-09-13,1974-01-25
28,2012-09-11,2013-03-22
28,2018-06-06,2018-12-14
28,2021-10-26,2022-06-03
29,1958-12-09,1959-06-25
29,1962-12-12,1963-06-28
29,1964-10-13,1965-03-19
29,1972-12-13,1973-06-20
29,1974-02-13,1974-07-25
29,1974-09-18,1975-03-21
29,1975-10-22,1976-05-14
29,1979-03-07,1979-09-21
29,2013-10-22,2014-05-09
29,2014-12-17,2015-07-03
30,1954-12-08,1955-06-23
30,1965-10-19,1966-05-06
30,1966-12-09,1967-06-30
30,1967-09-06,1968-01-26
30,1969-10-20,1970-03-20
30,1972-12-13,1973-06-20
30,1975-10-22,1976-05-14
30,1979-09-26,1980-03-21
30,1983-03-29,1983-10-14
30,1990-12-20,1991-06-21
30,1994-11-10,1995-06-02
30,1997-09-09,1998-03-27
30,1998-10-26,1999-05-07
30,2002-10-17,2003-03-20
30,2003-04-02,2003-07-04
30,2004-01-29,2004-07-02
30,2005-10-18,2006-05-11
30,2009-10-27,2010-05-21
30,2010-06-09,2010-12-15
30,2013-10-22,2014-05-09
30,2014-05-21,2014-12-05
30,2014-12-17,2015-07-03
30,2019-01-16,2019-06-28
31,1996-01-17,1996-07-09
32,1991-09-03,1992-01-24
32,1998-10-26,1999-05-07
32,2014-05-21,2014-12-05
32,2015-07-17,2016-01-29
32,2017-10-24,2018-05-18
32,2021-10-26,2022-06-03
